age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,Contacts_during_the_Campaign,Previous_Outcome,Desired_Target,Desired_Target_Num,state
47,services,married,unknown,no,no,no,telephone,May,Wednesday,216,2,nonexistent,Not Subscribed,1,Queensland
44,admin.,married,university.degree,no,yes,no,telephone,May,Wednesday,37,2,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.4y,no,yes,no,telephone,May,Wednesday,650,1,nonexistent,Not Subscribed,1,Queensland
38,unemployed,divorced,professional.course,no,no,no,telephone,May,Wednesday,590,3,nonexistent,Not Subscribed,1,Queensland
33,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,55,1,nonexistent,Not Subscribed,1,New South Wales
53,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,166,1,nonexistent,Not Subscribed,1,New South Wales
33,management,single,unknown,no,yes,no,telephone,May,Wednesday,371,2,nonexistent,Not Subscribed,1,Queensland
33,self-employed,married,basic.9y,no,yes,no,telephone,May,Wednesday,48,1,nonexistent,Not Subscribed,1,South Australia
37,admin.,divorced,university.degree,no,yes,no,telephone,May,Wednesday,72,1,nonexistent,Not Subscribed,1,Western Australia
55,blue-collar,married,basic.9y,no,yes,no,telephone,May,Wednesday,55,1,nonexistent,Not Subscribed,1,Queensland
41,admin.,single,basic.6y,no,unknown,unknown,telephone,May,Wednesday,92,1,nonexistent,Not Subscribed,1,Victoria
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Wednesday,196,2,nonexistent,Not Subscribed,1,New South Wales
32,entrepreneur,divorced,university.degree,no,no,no,telephone,May,Wednesday,96,1,nonexistent,Not Subscribed,1,Victoria
48,blue-collar,married,high.school,no,no,no,telephone,May,Wednesday,144,1,nonexistent,Not Subscribed,1,New South Wales
34,entrepreneur,married,basic.4y,no,yes,no,telephone,May,Wednesday,474,1,nonexistent,Not Subscribed,1,South Australia
35,admin.,single,university.degree,no,no,no,telephone,May,Wednesday,559,1,nonexistent,Not Subscribed,1,New South Wales
55,blue-collar,married,basic.4y,no,yes,yes,telephone,May,Wednesday,1101,1,nonexistent,Not Subscribed,1,Victoria
45,entrepreneur,single,university.degree,no,unknown,unknown,telephone,May,Wednesday,229,3,nonexistent,Not Subscribed,1,Western Australia
48,management,divorced,university.degree,no,no,no,telephone,May,Wednesday,236,2,nonexistent,Not Subscribed,1,Queensland
34,blue-collar,married,basic.6y,no,yes,no,telephone,May,Wednesday,164,1,nonexistent,Not Subscribed,1,Western Australia
46,admin.,divorced,university.degree,unknown,no,no,telephone,May,Wednesday,93,1,nonexistent,Not Subscribed,1,New South Wales
34,blue-collar,married,basic.6y,no,yes,no,telephone,May,Wednesday,123,1,nonexistent,Not Subscribed,1,Western Australia
51,unemployed,married,professional.course,unknown,no,no,telephone,May,Wednesday,912,2,nonexistent,Not Subscribed,1,New South Wales
37,admin.,married,university.degree,no,no,no,telephone,May,Wednesday,209,2,nonexistent,Not Subscribed,1,Queensland
54,housemaid,divorced,basic.4y,no,no,no,telephone,May,Wednesday,485,1,nonexistent,Not Subscribed,1,Victoria
45,services,married,high.school,unknown,yes,no,telephone,May,Wednesday,206,2,nonexistent,Not Subscribed,1,Victoria
39,services,single,high.school,no,unknown,unknown,telephone,May,Wednesday,239,2,nonexistent,Not Subscribed,1,Western Australia
39,blue-collar,married,basic.9y,no,no,no,telephone,May,Wednesday,311,1,nonexistent,Not Subscribed,1,Northern Territory
39,technician,single,basic.6y,unknown,no,no,telephone,May,Wednesday,362,1,nonexistent,Not Subscribed,1,Tasmania
39,services,married,basic.9y,no,no,no,telephone,May,Wednesday,274,1,nonexistent,Not Subscribed,1,New South Wales
32,entrepreneur,married,basic.6y,no,yes,no,telephone,May,Wednesday,163,1,nonexistent,Not Subscribed,1,Queensland
41,services,single,high.school,no,yes,yes,telephone,May,Wednesday,345,1,nonexistent,Not Subscribed,1,Victoria
59,housemaid,married,basic.6y,no,yes,no,telephone,May,Wednesday,329,1,nonexistent,Not Subscribed,1,New South Wales
57,technician,married,basic.9y,no,yes,no,telephone,May,Wednesday,68,1,nonexistent,Not Subscribed,1,New South Wales
30,services,married,unknown,no,no,no,telephone,May,Wednesday,143,3,nonexistent,Not Subscribed,1,South Australia
